year,level_1,level_2,value
1999,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,183
1999,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,385
1999,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,300
1999,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,122
1999,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,50
1999,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,17
1999,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,11
1999,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
1999,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,1
1999,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,12
1999,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,30
1999,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,96
1999,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,149
1999,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,104
1999,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,65
1999,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,17
1999,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,10
1999,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
1999,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,0
1999,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,2
1999,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,5
1999,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,21
1999,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,40
1999,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,55
1999,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,45
1999,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,23
1999,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,19
1999,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
1999,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,1
1999,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,1
1999,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,3
1999,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,3
1999,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,2
1999,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,13
1999,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,19
1999,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,19
1999,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,18
1999,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
1999,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
1999,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,0
1999,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,0
1999,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,0
1999,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,0
1999,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,1
1999,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,2
1999,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,7
1999,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,17
1999,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
1999,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
1999,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,0
1999,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
1999,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
1999,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,0
1999,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,2
1999,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,2
1999,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,4
1999,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,9
2000,Total,Grooms Aged Under 20 Years,85
2000,Total,Grooms Aged 20-24 Years,1889
2000,Total,Grooms Aged 25-29 Years,8025
2000,Total,Grooms Aged 30-34 Years,4439
2000,Total,Grooms Aged 35-39 Years,2121
2000,Total,Grooms Aged 40-44 Years,1089
2000,Total,Grooms Aged 45-49 Years,501
2000,Total,Grooms Aged 50-54 Years,217
2000,Total,Grooms Aged 55-59 Years,93
2000,Total,Grooms Aged 60 Years & Over,91
2000,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,67
2000,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,205
2000,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,136
2000,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,28
2000,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,9
2000,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,5
2000,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,1
2000,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,1
2000,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,0
2000,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,0
2000,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,17
2000,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,1311
2000,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,2586
2000,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,780
2000,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,285
2000,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,127
2000,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,41
2000,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,8
2000,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,4
2000,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,0
2000,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,1
2000,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,340
2000,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,4775
2000,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,2321
2000,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,722
2000,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,251
2000,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,67
2000,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,24
2000,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,5
2000,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,3
2000,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,0
2000,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,27
2000,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,443
2000,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,1083
2000,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,668
2000,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,276
2000,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,116
2000,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,28
2000,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,12
2000,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,9
2000,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,0
2000,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,3
2000,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,67
2000,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,184
2000,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,331
2000,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,250
2000,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,122
2000,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,44
2000,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,14
2000,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,13
2000,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
2000,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,3
2000,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,13
2000,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,34
2000,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,77
2000,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,148
2000,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,97
2000,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,51
2000,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,23
2000,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,17
2000,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
2000,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,0
2000,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,4
2000,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,5
2000,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,23
2000,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,27
2000,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,47
2000,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,35
2000,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,17
2000,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,16
2000,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
2000,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,0
2000,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,1
2000,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,3
2000,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,5
2000,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,4
2000,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,7
2000,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,20
2000,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,10
2000,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,15
2000,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
2000,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
2000,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,0
2000,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,0
2000,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,1
2000,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,1
2000,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,2
2000,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,2
2000,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,5
2000,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,9
2000,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
2000,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
2000,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,0
2000,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,1
2000,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
2000,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,0
2000,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,1
2000,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,4
2000,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,3
2000,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,9
2001,Total,Grooms Aged Under 20 Years,97
2001,Total,Grooms Aged 20-24 Years,1767
2001,Total,Grooms Aged 25-29 Years,7784
2001,Total,Grooms Aged 30-34 Years,4452
2001,Total,Grooms Aged 35-39 Years,2087
2001,Total,Grooms Aged 40-44 Years,1107
2001,Total,Grooms Aged 45-49 Years,523
2001,Total,Grooms Aged 50-54 Years,255
2001,Total,Grooms Aged 55-59 Years,106
2001,Total,Grooms Aged 60 Years & Over,101
2001,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,71
2001,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,180
2001,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,120
2001,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,31
2001,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,18
2001,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,6
2001,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,2
2001,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,0
2001,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,0
2001,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,0
2001,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,24
2001,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,1195
2001,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,2539
2001,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,789
2001,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,301
2001,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,118
2001,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,45
2001,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,10
2001,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,7
2001,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,6
2001,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,1
2001,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,363
2001,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,4562
2001,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,2269
2001,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,687
2001,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,269
2001,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,90
2001,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,37
2001,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,14
2001,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,5
2001,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,1
2001,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,25
2001,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,467
2001,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,1124
2001,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,711
2001,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,295
2001,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,117
2001,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,43
2001,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,17
2001,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,4
2001,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,0
2001,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,4
2001,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,76
2001,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,200
2001,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,308
2001,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,261
2001,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,107
2001,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,50
2001,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,13
2001,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,13
2001,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
2001,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,0
2001,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,18
2001,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,31
2001,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,52
2001,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,129
2001,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,109
2001,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,43
2001,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,17
2001,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,10
2001,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
2001,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,0
2001,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,1
2001,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,6
2001,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,8
2001,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,26
2001,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,39
2001,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,44
2001,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,17
2001,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,19
2001,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
2001,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,0
2001,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,1
2001,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,2
2001,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,2
2001,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,3
2001,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,9
2001,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,22
2001,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,10
2001,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,21
2001,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
2001,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
2001,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,0
2001,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,0
2001,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,0
2001,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,0
2001,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,2
2001,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,5
2001,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,7
2001,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,10
2001,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
2001,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
2001,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,0
2001,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
2001,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
2001,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,0
2001,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,3
2001,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,1
2001,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,4
2001,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,13
2002,Total,Grooms Aged Under 20 Years,62
2002,Total,Grooms Aged 20-24 Years,1705
2002,Total,Grooms Aged 25-29 Years,8333
2002,Total,Grooms Aged 30-34 Years,4872
2002,Total,Grooms Aged 35-39 Years,2207
2002,Total,Grooms Aged 40-44 Years,1065
2002,Total,Grooms Aged 45-49 Years,545
2002,Total,Grooms Aged 50-54 Years,238
2002,Total,Grooms Aged 55-59 Years,130
2002,Total,Grooms Aged 60 Years & Over,100
2002,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,49
2002,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,155
2002,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,94
2002,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,32
2002,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,16
2002,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,7
2002,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,2
2002,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,1
2002,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,1
2002,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,0
2002,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,12
2002,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,1227
2002,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,2516
2002,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,817
2002,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,281
2002,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,123
2002,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,41
2002,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,15
2002,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,4
2002,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,1
2002,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,1
2002,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,294
2002,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,5137
2002,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,2568
2002,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,716
2002,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,244
2002,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,108
2002,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,28
2002,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,11
2002,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,4
2002,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,0
2002,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,22
2002,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,504
2002,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,1239
2002,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,814
2002,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,283
2002,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,126
2002,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,42
2002,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,12
2002,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,6
2002,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,0
2002,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,6
2002,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,62
2002,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,181
2002,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,301
2002,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,240
2002,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,111
2002,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,39
2002,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,19
2002,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,8
2002,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
2002,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,1
2002,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,14
2002,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,27
2002,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,65
2002,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,115
2002,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,88
2002,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,53
2002,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,29
2002,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,15
2002,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
2002,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,0
2002,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,4
2002,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,7
2002,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,12
2002,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,46
2002,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,56
2002,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,36
2002,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,24
2002,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,18
2002,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
2002,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,0
2002,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,2
2002,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,0
2002,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,2
2002,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,5
2002,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,13
2002,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,19
2002,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,17
2002,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,26
2002,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
2002,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
2002,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,0
2002,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,1
2002,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,0
2002,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,2
2002,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,0
2002,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,4
2002,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,10
2002,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,16
2002,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
2002,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
2002,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,0
2002,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
2002,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
2002,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,0
2002,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,0
2002,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,1
2002,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,3
2002,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,6
2003,Total,Grooms Aged Under 20 Years,51
2003,Total,Grooms Aged 20-24 Years,1447
2003,Total,Grooms Aged 25-29 Years,7532
2003,Total,Grooms Aged 30-34 Years,4865
2003,Total,Grooms Aged 35-39 Years,2035
2003,Total,Grooms Aged 40-44 Years,1092
2003,Total,Grooms Aged 45-49 Years,559
2003,Total,Grooms Aged 50-54 Years,291
2003,Total,Grooms Aged 55-59 Years,137
2003,Total,Grooms Aged 60 Years & Over,82
2003,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,40
2003,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,136
2003,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,66
2003,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,22
2003,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,11
2003,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,6
2003,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,4
2003,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,6
2003,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,2
2003,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,1
2003,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,10
2003,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,981
2003,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,2104
2003,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,712
2003,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,245
2003,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,134
2003,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,49
2003,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,18
2003,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,5
2003,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,2
2003,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,1
2003,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,290
2003,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,4834
