year,level_1,level_2,value
1986,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,7
1986,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
1986,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
1986,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,0
1986,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,0
1986,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,0
1986,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,0
1986,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,0
1986,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,0
1986,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,5
1986,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,3
1986,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
1986,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
1986,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,0
1986,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
1986,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
1986,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,0
1986,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,0
1986,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,0
1986,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,0
1986,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,1
1987,Total,Grooms Aged Under 20 Years,64
1987,Total,Grooms Aged 20-24 Years,3550
1987,Total,Grooms Aged 25-29 Years,8672
1987,Total,Grooms Aged 30-34 Years,4301
1987,Total,Grooms Aged 35-39 Years,1318
1987,Total,Grooms Aged 40-44 Years,388
1987,Total,Grooms Aged 45-49 Years,182
1987,Total,Grooms Aged 50-54 Years,89
1987,Total,Grooms Aged 55-59 Years,32
1987,Total,Grooms Aged 60 Years & Over,39
1987,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,46
1987,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,513
1987,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,241
1987,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,43
1987,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,5
1987,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,1
1987,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,1
1987,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,0
1987,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,0
1987,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,0
1987,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,17
1987,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,2592
1987,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,4110
1987,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,911
1987,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,131
1987,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,29
1987,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,6
1987,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,3
1987,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,1
1987,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,1
1987,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,1
1987,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,407
1987,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,3923
1987,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,2184
1987,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,411
1987,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,82
1987,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,23
1987,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,11
1987,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,1
1987,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,1
1987,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,0
1987,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,32
1987,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,344
1987,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,1028
1987,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,491
1987,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,117
1987,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,45
1987,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,13
1987,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,7
1987,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,2
1987,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,0
1987,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,6
1987,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,47
1987,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,114
1987,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,243
1987,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,117
1987,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,54
1987,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,26
1987,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,1
1987,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,5
1987,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
1987,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,0
1987,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,6
1987,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,16
1987,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,32
1987,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,33
1987,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,35
1987,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,16
1987,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,8
1987,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,4
1987,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
1987,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,0
1987,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,1
1987,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,5
1987,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,4
1987,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,8
1987,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,16
1987,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,15
1987,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,9
1987,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,8
1987,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
1987,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,0
1987,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,0
1987,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,0
1987,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,1
1987,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,1
1987,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,1
1987,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,4
1987,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,3
1987,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,4
1987,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
1987,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
1987,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,0
1987,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,0
1987,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,0
1987,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,0
1987,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,0
1987,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,1
1987,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,1
1987,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,2
1987,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
1987,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
1987,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,0
1987,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
1987,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
1987,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,0
1987,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,1
1987,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,0
1987,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,1
1987,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,12
1988,Total,Grooms Aged Under 20 Years,58
1988,Total,Grooms Aged 20-24 Years,3631
1988,Total,Grooms Aged 25-29 Years,9306
1988,Total,Grooms Aged 30-34 Years,4701
1988,Total,Grooms Aged 35-39 Years,1357
1988,Total,Grooms Aged 40-44 Years,403
1988,Total,Grooms Aged 45-49 Years,162
1988,Total,Grooms Aged 50-54 Years,79
1988,Total,Grooms Aged 55-59 Years,42
1988,Total,Grooms Aged 60 Years & Over,43
1988,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,40
1988,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,451
1988,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,246
1988,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,54
1988,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,7
1988,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,3
1988,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,1
1988,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,0
1988,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,0
1988,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,0
1988,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,18
1988,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,2727
1988,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,4380
1988,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,1019
1988,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,170
1988,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,20
1988,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,3
1988,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,2
1988,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,2
1988,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,0
1988,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,0
1988,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,404
1988,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,4276
1988,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,2346
1988,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,386
1988,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,70
1988,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,31
1988,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,5
1988,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,2
1988,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,0
1988,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,0
1988,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,43
1988,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,355
1988,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,1124
1988,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,530
1988,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,118
1988,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,39
1988,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,12
1988,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,8
1988,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,2
1988,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,0
1988,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,6
1988,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,39
1988,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,128
1988,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,214
1988,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,146
1988,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,50
1988,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,25
1988,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,6
1988,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,4
1988,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
1988,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,0
1988,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,9
1988,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,26
1988,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,44
1988,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,38
1988,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,29
1988,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,18
1988,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,10
1988,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,11
1988,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
1988,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,0
1988,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,1
1988,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,4
1988,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,5
1988,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,6
1988,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,5
1988,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,11
1988,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,9
1988,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,10
1988,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
1988,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,0
1988,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,0
1988,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,0
1988,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,1
1988,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,2
1988,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,3
1988,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,5
1988,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,4
1988,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,5
1988,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
1988,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
1988,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,0
1988,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,0
1988,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,0
1988,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,0
1988,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,0
1988,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,1
1988,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,1
1988,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,3
1988,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
1988,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
1988,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,0
1988,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
1988,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
1988,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,0
1988,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,1
1988,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,0
1988,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,0
1988,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,8
1989,Total,Grooms Aged Under 20 Years,60
1989,Total,Grooms Aged 20-24 Years,3288
1989,Total,Grooms Aged 25-29 Years,8374
1989,Total,Grooms Aged 30-34 Years,4520
1989,Total,Grooms Aged 35-39 Years,1494
1989,Total,Grooms Aged 40-44 Years,434
1989,Total,Grooms Aged 45-49 Years,186
1989,Total,Grooms Aged 50-54 Years,99
1989,Total,Grooms Aged 55-59 Years,51
1989,Total,Grooms Aged 60 Years & Over,40
1989,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,46
1989,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,418
1989,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,232
1989,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,55
1989,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,6
1989,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,1
1989,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,2
1989,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,0
1989,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,0
1989,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,0
1989,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,13
1989,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,2451
1989,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,3755
1989,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,1000
1989,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,158
1989,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,26
1989,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,9
1989,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,1
1989,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,1
1989,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,0
1989,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,1
1989,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,390
1989,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,3934
1989,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,2226
1989,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,459
1989,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,71
1989,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,26
1989,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,8
1989,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,5
1989,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,1
1989,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,0
1989,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,25
1989,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,402
1989,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,1069
1989,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,572
1989,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,134
1989,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,43
1989,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,24
1989,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,8
1989,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,4
1989,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,0
1989,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,3
1989,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,44
1989,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,152
1989,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,243
1989,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,132
1989,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,43
1989,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,22
1989,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,10
1989,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,5
1989,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
1989,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,1
1989,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,6
1989,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,15
1989,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,49
1989,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,61
1989,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,37
1989,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,19
1989,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,12
1989,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,9
1989,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
1989,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,0
1989,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,0
1989,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,3
1989,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,6
1989,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,8
1989,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,16
1989,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,17
1989,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,6
1989,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,5
1989,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
1989,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,0
1989,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,1
1989,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,0
1989,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,1
1989,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,1
1989,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,8
1989,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,5
1989,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,4
1989,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,9
1989,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
1989,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
1989,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,0
1989,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,0
1989,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,0
1989,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,0
1989,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,2
1989,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,3
1989,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,2
1989,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,2
1989,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
1989,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
1989,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,0
1989,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
1989,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
1989,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,0
1989,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,0
1989,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,0
1989,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,3
1989,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,5
1990,Total,Grooms Aged Under 20 Years,68
1990,Total,Grooms Aged 20-24 Years,2988
1990,Total,Grooms Aged 25-29 Years,8654
1990,Total,Grooms Aged 30-34 Years,4834
1990,Total,Grooms Aged 35-39 Years,1689
1990,Total,Grooms Aged 40-44 Years,567
1990,Total,Grooms Aged 45-49 Years,196
1990,Total,Grooms Aged 50-54 Years,100
1990,Total,Grooms Aged 55-59 Years,49
1990,Total,Grooms Aged 60 Years & Over,46
1990,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,56
1990,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,364
1990,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,274
1990,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,63
1990,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,4
1990,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,3
1990,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,1
1990,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,0
1990,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,0
1990,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,0
1990,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,12
1990,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,2159
1990,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,3762
1990,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,978
1990,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,201
1990,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,40
1990,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,6
1990,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,2
1990,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,0
1990,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,0
